ident,type,iso_country,lat,lon,tz
FMMN,medium_airport,MG,-19.562799,45.450802,Indian/Antananarivo
FMMS,medium_airport,MG,-17.093901,49.815800,Indian/Antananarivo
FMMT,large_airport,MG,-18.113537,49.392262,Indian/Antananarivo
FMMU,small_airport,MG,-17.476101,43.972801,Indian/Antananarivo
FMMV,medium_airport,MG,-20.284700,44.317600,Indian/Antananarivo
FMNA,medium_airport,MG,-12.349400,49.291698,Indian/Antananarivo
FMNC,medium_airport,MG,-16.163900,49.773800,Indian/Antananarivo
FMND,medium_airport,MG,-14.651700,49.620602,Indian/Antananarivo
FMNH,medium_airport,MG,-14.999400,50.320202,Indian/Antananarivo
FMNL,medium_airport,MG,-14.629514,47.763555,Indian/Antananarivo
FMNM,large_airport,MG,-15.666842,46.351233,Indian/Antananarivo
FMNN,large_airport,MG,-13.312100,48.314800,Indian/Antananarivo
FMNO,small_airport,MG,-16.101690,45.358837,Indian/Antananarivo
FMNQ,medium_airport,MG,-16.744530,44.482484,Indian/Antananarivo
FMNR,medium_airport,MG,-15.437742,49.689081,Indian/Antananarivo
FMNS,medium_airport,MG,-14.278600,50.174702,Indian/Antananarivo
FMNT,small_airport,MG,-16.751064,47.619016,Indian/Antananarivo
FMNV,medium_airport,MG,-13.375800,50.002800,Indian/Antananarivo
FMNW,medium_airport,MG,-14.898800,47.993900,Indian/Antananarivo
FMSD,medium_airport,MG,-25.038099,46.956100,Indian/Antananarivo
FMSF,medium_airport,MG,-21.441601,47.111698,Indian/Antananarivo
FMSK,medium_airport,MG,-22.119699,48.021702,Indian/Antananarivo
FMSM,medium_airport,MG,-21.201799,48.358299,Indian/Antananarivo
FMSR,medium_airport,MG,-21.753837,43.374753,Indian/Antananarivo
FMST,medium_airport,MG,-23.383400,43.728500,Indian/Antananarivo
FNBC,medium_airport,AO,-6.269900,14.247000,Africa/Luanda
FNBG,medium_airport,AO,-12.609000,13.403700,Africa/Luanda
FNBJ,large_airport,AO,-9.050734,13.499078,Africa/Luanda
FNCA,medium_airport,AO,-5.598390,12.188145,Africa/Luanda
FNCT,medium_airport,AO,-12.479200,13.486900,Africa/Luanda
FND,small_airport,MV,6.162443,73.287520,Indian/Maldives
FNDU,medium_airport,AO,-7.400890,20.818501,Africa/Luanda
FNGI,medium_airport,AO,-17.043501,15.683800,Africa/Luanda
FNHU,medium_airport,AO,-12.808900,15.760500,Africa/Luanda
FNKU,medium_airport,AO,-12.404600,16.947399,Africa/Luanda
FNLU,large_airport,AO,-8.858370,13.231200,Africa/Luanda
FNMA,medium_airport,AO,-9.525090,16.312401,Africa/Luanda
FNME,medium_airport,AO,-14.657600,17.719801,Africa/Luanda
FNMO,medium_airport,AO,-15.261200,12.146800,Africa/Luanda
FNNG,medium_airport,AO,-7.754510,15.287700,Africa/Luanda
FNPA,medium_airport,AO,-10.722000,13.765500,Africa/Luanda
FNSA,medium_airport,AO,-9.689070,20.431900,Africa/Luanda
FNSO,medium_airport,AO,-6.141090,12.371800,Africa/Luanda
FNSU,medium_airport,AO,-11.167900,13.847500,Africa/Luanda
FNUB,medium_airport,AO,-14.924839,13.576653,Africa/Luanda
FNUE,medium_airport,AO,-11.768100,19.897699,Africa/Luanda
FNUG,medium_airport,AO,-7.603070,15.027800,Africa/Luanda
FNXA,medium_airport,AO,-16.755400,14.965300,Africa/Luanda
FO-0001,heliport,FO,62.330297,-6.276734,Atlantic/Faroe
FO-0002,heliport,FO,61.984601,-6.963484,Atlantic/Faroe
FOGK,medium_airport,GA,-1.184610,12.441300,Africa/Libreville
FOGM,medium_airport,GA,-1.845140,11.056700,Africa/Libreville
FOGO,medium_airport,GA,1.543110,11.581400,Africa/Libreville
FOGQ,medium_airport,GA,-0.665214,13.673100,Africa/Libreville
FOGR,medium_airport,GA,-0.704389,10.245700,Africa/Libreville
FOOB,medium_airport,GA,2.075640,11.493200,Africa/Libreville
FOOG,large_airport,GA,-0.711739,8.754380,Africa/Libreville
FOOH,medium_airport,GA,-1.574730,9.262690,Africa/Libreville
FOOK,medium_airport,GA,0.579211,12.890900,Africa/Libreville
FOOL,large_airport,GA,0.458951,9.412140,Africa/Libreville
FOON,medium_airport,GA,-1.656160,13.438000,Africa/Libreville
FPPR,medium_airport,ST,1.661155,7.411081,Africa/Sao_Tome
FPST,large_airport,ST,0.378175,6.712150,Africa/Sao_Tome
FQBR,large_airport,MZ,-19.796400,34.907600,Africa/Maputo
FQCH,medium_airport,MZ,-19.151300,33.429001,Africa/Maputo
FQIN,medium_airport,MZ,-23.876400,35.408501,Africa/Maputo
FQLC,medium_airport,MZ,-13.274000,35.266300,Africa/Maputo
FQMA,large_airport,MZ,-25.920799,32.572601,Africa/Maputo
FQMD,medium_airport,MZ,-11.672900,39.563099,Africa/Maputo
FQMP,medium_airport,MZ,-11.361800,40.354900,Africa/Maputo
FQNC,medium_airport,MZ,-14.488200,40.712200,Africa/Maputo
FQNP,large_airport,MZ,-15.105600,39.281799,Africa/Maputo
FQPB,medium_airport,MZ,-12.993302,40.524867,Africa/Maputo
FQQL,medium_airport,MZ,-17.855499,36.869099,Africa/Maputo
FQTT,large_airport,MZ,-16.104799,33.640202,Africa/Maputo
FQVL,medium_airport,MZ,-22.018400,35.313301,Africa/Maputo
FQXA,small_airport,MZ,-24.892909,33.753024,Africa/Maputo
FR-0165,heliport,FR,46.728330,-2.350677,Europe/Paris
FR-JCA,heliport,FR,43.535287,7.038296,Europe/Paris
FSAL,small_airport,SC,-7.004780,52.726200,Indian/Mahe
FSIA,large_airport,SC,-4.674340,55.521801,Indian/Mahe
FSPP,medium_airport,SC,-4.319256,55.691561,Indian/Mahe
FTFY,medium_airport,TD,18.527930,20.188644,Africa/Ndjamena
FTTC,medium_airport,TD,13.847000,20.844299,Africa/Ndjamena
FTTD,medium_airport,TD,8.628503,16.074241,Africa/Ndjamena
FTTJ,large_airport,TD,12.133700,15.034000,Africa/Ndjamena
FTTY,medium_airport,TD,17.917101,19.111099,Africa/Ndjamena
FVBU,large_airport,ZW,-20.016284,28.622897,Africa/Harare
FVCZ,medium_airport,ZW,-21.008101,31.578600,Africa/Harare
FVFA,large_airport,ZW,-18.097437,25.836867,Africa/Harare
FVHA,large_airport,ZW,-17.931801,31.092800,Africa/Harare
FVKB,medium_airport,ZW,-16.519800,28.885000,Africa/Harare
FVMT,medium_airport,ZW,-17.431900,32.184502,Africa/Harare
FVMV,medium_airport,ZW,-20.055300,30.859100,Africa/Harare
FVTL,medium_airport,ZW,-19.436718,29.861945,Africa/Harare
FVWN,medium_airport,ZW,-18.629900,27.021000,Africa/Harare
FWCL,large_airport,MW,-15.677189,34.972319,Africa/Blantyre
FWDW,medium_airport,MW,-12.517527,34.131877,Africa/Blantyre
FWKA,medium_airport,MW,-9.953571,33.893264,Africa/Blantyre
FWKI,large_airport,MW,-13.789400,33.780998,Africa/Blantyre
FWUU,medium_airport,MW,-11.444700,34.011799,Africa/Blantyre
FXMM,large_airport,LS,-29.456277,27.554456,Africa/Maseru
FYAR,medium_airport,NA,-22.461875,14.979322,Africa/Windhoek
FYGF,medium_airport,NA,-19.602200,18.122700,Africa/Windhoek
FYHI,small_airport,NA,-19.028500,16.458500,Africa/Windhoek
FYKM,medium_airport,NA,-17.634258,24.176688,Africa/Windhoek
FYKT,medium_airport,NA,-26.539801,18.111401,Africa/Windhoek
FYLZ,medium_airport,NA,-26.687401,15.242900,Africa/Windhoek
FYML,medium_airport,NA,-24.605400,17.925400,Africa/Windhoek
FYNG,small_airport,NA,-19.328533,15.915003,Africa/Windhoek
FYOA,medium_airport,NA,-17.878201,15.952600,Africa/Windhoek
FYOG,medium_airport,NA,-28.585318,16.446380,Africa/Windhoek
FYRU,medium_airport,NA,-17.956499,19.719400,Africa/Windhoek
FYTF,medium_airport,NA,-20.544240,14.358790,Africa/Windhoek
FYTM,medium_airport,NA,-19.262079,17.732509,Africa/Windhoek
FYWB,large_airport,NA,-22.979332,14.647102,Africa/Windhoek
FYWE,medium_airport,NA,-22.604920,17.079002,Africa/Windhoek
FYWH,large_airport,NA,-22.479900,17.470900,Africa/Windhoek
FZAA,large_airport,CD,-4.385750,15.444600,Africa/Kinshasa
FZAB,medium_airport,CD,-4.326660,15.327500,Africa/Kinshasa
FZBA,small_airport,CD,-1.947220,18.285801,Africa/Kinshasa
FZBO,medium_airport,CD,-3.311320,17.381701,Africa/Kinshasa
FZCA,medium_airport,CD,-5.035770,18.785601,Africa/Kinshasa
FZEA,medium_airport,CD,0.022600,18.288700,Africa/Kinshasa
FZFD,medium_airport,CD,4.252745,20.975271,Africa/Kinshasa
FZFK,medium_airport,CD,3.235370,19.771299,Africa/Kinshasa
FZGA,medium_airport,CD,2.170660,21.496901,Africa/Kinshasa
FZGN,small_airport,CD,-0.286652,20.883551,Africa/Kinshasa
FZIC,large_airport,CD,0.481639,25.337999,Africa/Lubumbashi
FZJH,medium_airport,CD,2.827610,27.588301,Africa/Lubumbashi
FZKA,medium_airport,CD,1.565743,30.220685,Africa/Lubumbashi
FZKJ,medium_airport,CD,2.818058,24.793997,Africa/Lubumbashi
FZMA,medium_airport,CD,-2.308980,28.808800,Africa/Lubumbashi
FZNA,large_airport,CD,-1.666758,29.238037,Africa/Lubumbashi
FZOA,medium_airport,CD,-2.919180,25.915400,Africa/Lubumbashi
FZQA,large_airport,CD,-11.591494,27.530753,Africa/Lubumbashi
FZQM,medium_airport,CD,-10.765900,25.505699,Africa/Lubumbashi
FZRF,medium_airport,CD,-5.875560,29.250000,Africa/Lubumbashi
FZSA,medium_airport,CD,-8.642020,25.252899,Africa/Lubumbashi
FZSB,small_airport,CD,-8.728878,24.991407,Africa/Lubumbashi
FZUA,medium_airport,CD,-5.900050,22.469200,Africa/Lubumbashi
FZVJ,small_airport,CD,-4.039285,24.365616,Africa/Lubumbashi
FZVS,small_airport,CD,-4.329919,20.590124,Africa/Lubumbashi
FZWA,medium_airport,CD,-6.121240,23.569000,Africa/Lubumbashi
GA-GAX,small_airport,GA,-2.785278,10.047222,Africa/Libreville
GABS,large_airport,ML,12.533500,-7.949940,Africa/Bamako
GAGO,medium_airport,ML,16.248466,-0.005389,Africa/Bamako
GAKY,medium_airport,ML,14.482521,-11.399335,Africa/Bamako
GAMB,medium_airport,ML,14.512800,-4.079560,Africa/Bamako
GATB,large_airport,ML,16.730499,-3.007580,Africa/Bamako
GB-0347,heliport,GB,51.164763,-4.666801,Europe/London
GB-1313,heliport,GB,51.018700,-4.518160,Europe/London
GB-1327,heliport,GB,50.130376,-5.513946,Europe/London
GB-FOA,small_airport,GB,60.121916,-2.053439,Europe/London
GBYD,large_airport,GM,13.338000,-16.652201,Africa/Banjul
GCFV,large_airport,ES,28.452700,-13.863800,Atlantic/Canary
GCGM,small_airport,ES,28.029600,-17.214600,Atlantic/Canary
GCHI,medium_airport,ES,27.814800,-17.887100,Atlantic/Canary
GCLA,medium_airport,ES,28.626499,-17.755600,Atlantic/Canary
GCLP,large_airport,ES,27.931900,-15.386600,Atlantic/Canary
GCRR,large_airport,ES,28.945499,-13.605200,Atlantic/Canary
GCTS,large_airport,ES,28.044500,-16.572500,Atlantic/Canary
GCXO,large_airport,ES,28.482752,-16.341707,Atlantic/Canary
GE-0007,medium_airport,GE,41.929100,41.863499,Asia/Tbilisi
GE-0010,medium_airport,GE,42.240306,42.045493,Asia/Tbilisi
GECE,heliport,ES,35.892657,-5.306321,Africa/Ceuta
GEML,medium_airport,ES,35.279800,-2.956260,Africa/Ceuta
GFBO,medium_airport,SL,7.944400,-11.761000,Africa/Freetown
GFKE,medium_airport,SL,7.896364,-11.174126,Africa/Freetown
GFLL,large_airport,SL,8.616440,-13.195500,Africa/Freetown
GFYE,medium_airport,SL,8.610470,-11.045400,Africa/Freetown
GGOV,large_airport,GW,11.894262,-15.653596,Africa/Bissau
GL-0012,medium_airport,GL,60.763830,-46.065001,America/Nuuk
GL-QCU,heliport,GL,68.744273,-52.340369,America/Nuuk
GLGE,medium_airport,LR,5.032124,-9.064236,Africa/Monrovia
GLMR,medium_airport,LR,6.289060,-10.758700,Africa/Monrovia
GLRB,large_airport,LR,6.233790,-10.362300,Africa/Monrovia
GMAD,large_airport,MA,30.322478,-9.412003,Africa/Casablanca
GMAT,medium_airport,MA,28.447563,-11.161749,Africa/Casablanca
GMAZ,large_airport,MA,30.265788,-5.860808,Africa/Casablanca
GMFB,medium_airport,MA,32.514306,-1.983056,Africa/Casablanca
GMFF,large_airport,MA,33.927299,-4.977960,Africa/Casablanca
GMFK,medium_airport,MA,31.947500,-4.398330,Africa/Casablanca
GMFM,medium_airport,MA,33.879101,-5.515120,Africa/Casablanca
GMFO,large_airport,MA,34.789558,-1.926041,Africa/Casablanca
GMMA,medium_airport,EH,26.731987,-11.683655,Africa/El_Aaiun
GMMD,large_airport,MA,32.401895,-6.315905,Africa/Casablanca
GMME,large_airport,MA,34.051498,-6.751520,Africa/Casablanca
GMMH,large_airport,EH,23.718300,-15.932000,Africa/El_Aaiun
GMMI,medium_airport,MA,31.397499,-9.681670,Africa/Casablanca
GMML,large_airport,EH,27.142467,-13.224947,Africa/El_Aaiun
GMMN,large_airport,MA,33.367500,-7.589970,Africa/Casablanca
GMMW,large_airport,MA,34.988800,-3.028210,Africa/Casablanca
GMMX,large_airport,MA,31.604807,-8.035788,Africa/Casablanca
GMMY,medium_airport,MA,34.298901,-6.595880,Africa/Casablanca
GMMZ,large_airport,MA,30.939100,-6.909430,Africa/Casablanca
GMTA,medium_airport,MA,35.177101,-3.839520,Africa/Casablanca
GMTN,large_airport,MA,35.594299,-5.320020,Africa/Casablanca
GMTT,large_airport,MA,35.731741,-5.921459,Africa/Casablanca
GNU,small_airport,US,59.117561,-161.575241,America/Anchorage
GOBD,large_airport,SN,14.670878,-17.072829,Africa/Dakar
GOGG,medium_airport,SN,12.555590,-16.283298,Africa/Dakar
GOGS,medium_airport,SN,12.395330,-16.748000,Africa/Dakar
GOOK,medium_airport,SN,14.146900,-16.051300,Africa/Dakar
GOOY,large_airport,SN,14.742337,-17.479222,Africa/Dakar
GOSM,medium_airport,SN,15.593600,-13.322800,Africa/Dakar
GOSS,medium_airport,SN,16.049814,-16.461039,Africa/Dakar
GOTB,medium_airport,SN,14.847300,-12.468300,Africa/Dakar
GOTK,medium_airport,SN,12.572300,-12.220300,Africa/Dakar
GOTT,medium_airport,SN,13.736800,-13.653100,Africa/Dakar
GQNO,large_airport,MR,18.310000,-15.969722,Africa/Nouakchott
GQPA,medium_airport,MR,20.505823,-13.043744,Africa/Nouakchott
GQPP,large_airport,MR,20.932404,-17.030199,Africa/Nouakchott
GQPZ,medium_airport,MR,22.757345,-12.482228,Africa/Nouakchott
GR-0109,medium_airport,GR,35.191341,25.326588,Europe/Athens
GUCY,large_airport,GN,9.576890,-13.612000,Africa/Conakry
GVAC,large_airport,CV,16.741400,-22.949400,Atlantic/Cape_Verde
GVBA,large_airport,CV,16.136499,-22.888901,Atlantic/Cape_Verde
GVMA,medium_airport,CV,15.155900,-23.213699,Atlantic/Cape_Verde
GVNP,large_airport,CV,14.941126,-23.484728,Atlantic/Cape_Verde
GVSF,small_airport,CV,14.885000,-24.480000,Atlantic/Cape_Verde
GVSN,medium_airport,CV,16.588852,-24.284132,Atlantic/Cape_Verde
GVSV,large_airport,CV,16.833363,-25.055308,Atlantic/Cape_Verde
HAAB,large_airport,ET,8.977890,38.799301,Africa/Addis_Ababa
HAAM,medium_airport,ET,6.039390,37.590500,Africa/Addis_Ababa
HAAX,medium_airport,ET,14.146800,38.772800,Africa/Addis_Ababa
HABD,medium_airport,ET,11.608100,37.321602,Africa/Addis_Ababa
HADC,small_airport,ET,11.109750,39.725911,Africa/Addis_Ababa
HADD,small_airport,ET,8.554000,34.858002,Africa/Addis_Ababa
HADR,large_airport,ET,9.623549,41.855027,Africa/Addis_Ababa
HAGM,medium_airport,ET,8.128760,34.563099,Africa/Addis_Ababa
HAGN,medium_airport,ET,12.519900,37.433998,Africa/Addis_Ababa
HAGO,medium_airport,ET,5.935130,43.578602,Africa/Addis_Ababa
HAHM,medium_airport,ET,8.716300,39.005900,Africa/Addis_Ababa
HAJJ,large_airport,ET,9.331907,42.911811,Africa/Addis_Ababa
HAJK,medium_airport,ET,5.749655,36.560165,Africa/Addis_Ababa
HAJM,medium_airport,ET,7.666090,36.816601,Africa/Addis_Ababa
HAKD,medium_airport,ET,6.732577,44.241339,Africa/Addis_Ababa
HALA,large_airport,ET,7.100611,38.396455,Africa/Addis_Ababa
HAMK,medium_airport,ET,13.467400,39.533501,Africa/Addis_Ababa
HAMT,small_airport,ET,6.957100,35.554700,Africa/Addis_Ababa
HASL,small_airport,ET,6.077545,44.763736,Africa/Addis_Ababa
HASM,small_airport,ET,11.787500,40.991500,Africa/Addis_Ababa
HASO,medium_airport,ET,10.018500,34.586300,Africa/Addis_Ababa
HATP,small_airport,ET,7.202400,35.415000,Africa/Addis_Ababa
HBBA,large_airport,BI,-3.324020,29.318501,Africa/Bujumbura
HBBE,medium_airport,BI,-3.417209,29.911308,Africa/Bujumbura
HBBO,small_airport,BI,-2.544772,30.094575,Africa/Bujumbura
HBT,seaplane_base,LK,6.124043,81.103000,Asia/Colombo
HCMF,large_airport,SO,11.275235,49.139231,Africa/Mogadishu
HCMH,large_airport,SO,9.514082,44.083469,Africa/Mogadishu
HCMI,medium_airport,SO,10.385035,44.936723,Africa/Mogadishu
HCMK,medium_airport,SO,-0.377353,42.459202,Africa/Mogadishu
HCMM,large_airport,SO,2.014440,45.304699,Africa/Mogadishu
HCMN,small_airport,SO,4.766976,45.238800,Africa/Mogadishu
HCMR,small_airport,SO,6.780830,47.454700,Africa/Mogadishu
HCMW,small_airport,SO,8.458474,48.568136,Africa/Mogadishu
HDAM,large_airport,DJ,11.547300,43.159500,Africa/Djibouti
HE16,medium_airport,EG,30.836599,30.936001,Africa/Cairo
HE28,medium_airport,EG,30.540501,30.560200,Africa/Cairo
HE32,medium_airport,EG,30.967600,31.434200,Africa/Cairo
HE35,medium_airport,EG,30.572701,32.095299,Africa/Cairo
HE36,medium_airport,EG,30.410714,33.155350,Africa/Cairo
HE37,medium_airport,EG,30.394899,31.601400,Africa/Cairo
HE42,medium_airport,EG,30.579000,31.129200,Africa/Cairo
HEAL,large_airport,EG,30.924324,28.461610,Africa/Cairo
HEAR,large_airport,EG,31.055324,33.827964,Africa/Cairo
HEAT,large_airport,EG,27.045962,31.012760,Africa/Cairo
HEAZ,medium_airport,EG,30.091702,31.359739,Africa/Cairo
HEBA,large_airport,EG,30.932490,29.696437,Africa/Cairo
HEBL,medium_airport,EG,22.375924,31.611734,Africa/Cairo
HEBS,medium_airport,EG,29.202240,31.013471,Africa/Cairo
HECA,large_airport,EG,30.111534,31.396694,Africa/Cairo
HECP,medium_airport,EG,30.064650,31.839974,Africa/Cairo
HECW,medium_airport,EG,30.116431,30.915535,Africa/Cairo
HEGN,large_airport,EG,27.176776,33.796692,Africa/Cairo
HEGR,medium_airport,EG,31.078138,34.153131,Africa/Cairo
HEGS,medium_airport,EG,30.819799,30.191200,Africa/Cairo
HEIS,medium_airport,EG,30.597951,32.235689,Africa/Cairo
HELX,large_airport,EG,25.671018,32.706446,Africa/Cairo
HEMA,large_airport,EG,25.555548,34.592450,Africa/Cairo
HEMM,large_airport,EG,31.324313,27.222270,Africa/Cairo
HEPS,large_airport,EG,31.279285,32.240582,Africa/Cairo
HESC,medium_airport,EG,28.684292,34.064409,Africa/Cairo
HESG,large_airport,EG,26.342515,31.743017,Africa/Cairo
HESH,large_airport,EG,27.977272,34.394717,Africa/Cairo
HESN,large_airport,EG,23.961075,32.820382,Africa/Cairo
HESX,large_airport,EG,30.108179,30.895728,Africa/Cairo
HETB,medium_airport,EG,29.594496,34.775752,Africa/Cairo
HHAS,medium_airport,ER,15.291900,38.910702,Africa/Asmara
HHMS,medium_airport,ER,15.670000,39.370098,Africa/Asmara
HHSB,medium_airport,ER,13.071800,42.645000,Africa/Asmara
HJJJ,large_airport,SS,4.872010,31.601101,Africa/Juba
HKAM,medium_airport,KE,-2.644786,37.252922,Africa/Nairobi
HKEL,large_airport,KE,0.404458,35.238899,Africa/Nairobi
HKJK,large_airport,KE,-1.318886,36.928233,Africa/Nairobi
HKKI,large_airport,KE,-0.086139,34.728901,Africa/Nairobi
HKKT,medium_airport,KE,0.971989,34.958599,Africa/Nairobi
HKLK,medium_airport,KE,4.204120,34.348202,Africa/Nairobi
HKLO,medium_airport,KE,3.121970,35.608700,Africa/Nairobi
HKLU,medium_airport,KE,-2.252431,40.912892,Africa/Nairobi
HKMK,small_airport,KE,0.165083,38.195141,Africa/Nairobi
HKML,medium_airport,KE,-3.229310,40.101700,Africa/Nairobi
HKMO,large_airport,KE,-4.034830,39.594200,Africa/Nairobi
HKMS,medium_airport,KE,-1.404588,35.008349,Africa/Nairobi
HKNK,medium_airport,KE,-0.298419,36.159193,Africa/Nairobi
HKNL,medium_airport,KE,-0.062352,37.041296,Africa/Nairobi
HKNW,medium_airport,KE,-1.321720,36.814800,Africa/Nairobi
HKNY,medium_airport,KE,0.029024,37.025196,Africa/Nairobi
HKRE,medium_airport,KE,-1.277270,36.862301,Africa/Nairobi
HKWJ,medium_airport,KE,1.733240,40.091599,Africa/Nairobi
HL56,medium_airport,LY,21.687700,21.830900,Africa/Tripoli
HL68,medium_airport,LY,32.452900,23.118601,Africa/Tripoli
HL77,medium_airport,LY,32.473400,11.897900,Africa/Tripoli
HLGD,large_airport,LY,31.058578,16.597095,Africa/Tripoli
HLGT,medium_airport,LY,25.145599,10.142600,Africa/Tripoli
HLKF,medium_airport,LY,24.178699,23.313999,Africa/Tripoli
HLLB,large_airport,LY,32.096802,20.269501,Africa/Tripoli
HLLM,large_airport,LY,32.891770,13.287878,Africa/Tripoli
HLLQ,large_airport,LY,32.789036,21.954864,Africa/Tripoli
HLLS,medium_airport,LY,26.992452,14.466162,Africa/Tripoli
HLMB,medium_airport,LY,30.378099,19.576401,Africa/Tripoli
HLMS,small_airport,LY,32.325001,15.061000,Africa/Tripoli
HLTD,medium_airport,LY,30.145484,9.702095,Africa/Tripoli
HR-0034,medium_airport,HR,44.557598,15.774400,Europe/Zagreb
HRYG,medium_airport,RW,-1.677200,29.258900,Africa/Kigali
HRYR,large_airport,RW,-1.968630,30.139500,Africa/Kigali
HRZA,medium_airport,RW,-2.462240,28.907900,Africa/Kigali
HSDN,medium_airport,SD,19.153666,30.430069,Africa/Khartoum
HSFA,medium_airport,SS,10.529167,32.500556,Africa/Juba
HSFS,medium_airport,SD,13.614900,25.324600,Africa/Khartoum
HSKA,medium_airport,SD,15.387500,36.328800,Africa/Khartoum
HSMN,medium_airport,SD,18.443333,31.843333,Africa/Khartoum
HSNN,medium_airport,SD,12.053500,24.956200,Africa/Khartoum
HSOB,medium_airport,SD,13.153200,30.232700,Africa/Khartoum
HSPN,large_airport,SD,19.434558,37.234125,Africa/Khartoum
HSSG,medium_airport,SD,13.477400,22.537220,Africa/Khartoum
HSSK,large_airport,SD,15.589500,32.553200,Africa/Khartoum
HSSM,medium_airport,SS,9.558739,31.651937,Africa/Juba
HSWW,medium_airport,SS,7.725830,27.975000,Africa/Juba
HTAR,medium_airport,TZ,-3.367790,36.633301,Africa/Dar_es_Salaam
HTBU,small_airport,TZ,-1.332000,31.821200,Africa/Dar_es_Salaam
HTDA,large_airport,TZ,-6.873499,39.207288,Africa/Dar_es_Salaam
HTDO,medium_airport,TZ,-6.170559,35.756036,Africa/Dar_es_Salaam
HTGW,medium_airport,TZ,-8.919942,33.273981,Africa/Dar_es_Salaam
HTIR,medium_airport,TZ,-7.668630,35.752102,Africa/Dar_es_Salaam
HTKA,small_airport,TZ,-4.886200,29.670900,Africa/Dar_es_Salaam
HTKJ,large_airport,TZ,-3.427049,37.073530,Africa/Dar_es_Salaam
HTLM,medium_airport,TZ,-3.376310,35.818298,Africa/Dar_es_Salaam
HTMA,small_airport,TZ,-7.917478,39.668502,Africa/Dar_es_Salaam
HTMT,medium_airport,TZ,-10.336204,40.181997,Africa/Dar_es_Salaam
HTMU,small_airport,TZ,-1.503000,33.802100,Africa/Dar_es_Salaam
HTMW,large_airport,TZ,-2.446563,32.936049,Africa/Dar_es_Salaam
HTPE,medium_airport,TZ,-5.257260,39.811401,Africa/Dar_es_Salaam
HTSN,small_airport,TZ,-2.458060,34.822498,Africa/Dar_es_Salaam
HTSY,small_airport,TZ,-3.609300,33.503500,Africa/Dar_es_Salaam
HTTB,small_airport,TZ,-5.076390,32.833302,Africa/Dar_es_Salaam
HTTG,medium_airport,TZ,-5.092360,39.071201,Africa/Dar_es_Salaam
HTZA,large_airport,TZ,-6.222020,39.224899,Africa/Dar_es_Salaam
HU-0002,medium_airport,HU,46.551490,18.942299,Europe/Budapest
HUAR,medium_airport,UG,3.049152,30.911714,Africa/Kampala
HUEN,large_airport,UG,0.042386,32.443501,Africa/Kampala
HUGU,medium_airport,UG,2.805560,32.271801,Africa/Kampala
HUSO,medium_airport,UG,1.727690,33.622799,Africa/Kampala
HYL,seaplane_base,US,55.481529,-132.646008,America/Sitka
HZU,medium_airport,CN,30.677339,104.529397,Asia/Shanghai
IBL,medium_airport,MZ,-21.708000,35.452801,Africa/Maputo
ID-0004,small_airport,ID,-4.697855,140.770547,Asia/Jayapura
ID-0012,small_airport,ID,-0.019240,98.300970,Asia/Jakarta
ID-0015,heliport,ID,-8.728339,115.166369,Asia/Makassar
ID-0031,small_airport,ID,-4.725525,140.792284,Asia/Jayapura
ID-0070,small_airport,ID,-5.139139,140.717638,Asia/Jayapura
ID-0080,small_airport,ID,-4.697841,140.722425,Asia/Jayapura
ID-0094,small_airport,ID,3.598904,115.840817,Asia/Makassar
ID-0100,small_airport,ID,-4.762095,140.780554,Asia/Jayapura
ID-0111,small_airport,ID,-4.743448,140.848267,Asia/Jayapura
ID-0131,small_airport,ID,-4.765500,140.505400,Asia/Jayapura
ID-0139,small_airport,ID,2.269614,97.967863,Asia/Jakarta
ID-0144,small_airport,ID,-4.808300,140.171500,Asia/Jayapura
ID-0165,small_airport,ID,-4.540447,140.565691,Asia/Jayapura
ID-0178,small_airport,ID,-5.165884,140.381568,Asia/Jayapura
ID-0193,small_airport,ID,-4.794360,140.694470,Asia/Jayapura
ID-0195,small_airport,ID,-4.891004,140.742130,Asia/Jayapura
ID-0196,small_airport,ID,-5.097671,140.821627,Asia/Jayapura
ID-0197,small_airport,ID,-4.824475,140.873780,Asia/Jayapura
ID-0199,small_airport,ID,-4.586015,140.499844,Asia/Jayapura
ID-0200,small_airport,ID,-4.816571,140.222819,Asia/Jayapura
ID-0201,small_airport,ID,-4.638376,140.654907,Asia/Jayapura
ID-0202,small_airport,ID,-4.605771,140.634806,Asia/Jayapura
ID-0203,small_airport,ID,-4.585309,140.533962,Asia/Jayapura
ID-0204,small_airport,ID,-4.620771,140.531688,Asia/Jayapura
ID-0205,small_airport,ID,-4.580660,140.515995,Asia/Jayapura
ID-0207,small_airport,ID,-4.539485,140.462018,Asia/Jayapura
ID-0208,small_airport,ID,-4.455194,140.508871,Asia/Jayapura
ID-0209,small_airport,ID,-4.439924,140.484527,Asia/Jayapura
ID-0210,small_airport,ID,-4.464786,140.393016,Asia/Jayapura
ID-0211,small_airport,ID,-4.492260,140.657322,Asia/Jayapura
ID-0277,medium_airport,ID,-7.749527,111.946831,Asia/Jakarta
ID-0284,small_airport,ID,0.076713,99.783846,Asia/Jakarta
ID-0339,medium_airport,ID,-3.368586,135.496702,Asia/Jayapura
ID-0340,medium_airport,ID,-0.874989,100.351997,Asia/Jakarta
ID-0341,medium_airport,ID,0.063851,111.473572,Asia/Pontianak
ID-KRC,small_airport,ID,-2.094042,101.470250,Asia/Jakarta
