ident,type,iso_country,lat,lon,tz
NLH,medium_airport,CN,27.540300,100.759300,Asia/Shanghai
NLWF,small_airport,WF,-14.311565,-178.066492,Pacific/Wallis
NLWW,large_airport,WF,-13.239445,-176.198650,Pacific/Wallis
NP-0003,large_airport,NP,28.183800,84.014700,Asia/Kathmandu
NSAS,small_airport,AS,-14.184400,-169.669998,Pacific/Pago_Pago
NSFA,large_airport,WS,-13.830000,-172.007996,Pacific/Apia
NSFQ,small_airport,AS,-14.216131,-169.423771,Pacific/Pago_Pago
NSTU,large_airport,AS,-14.331000,-170.710007,Pacific/Pago_Pago
NTAA,large_airport,PF,-17.553472,-149.606936,Pacific/Tahiti
NTAM,small_airport,PF,-22.637250,-152.805900,Pacific/Tahiti
NTAR,medium_airport,PF,-22.434099,-151.360992,Pacific/Tahiti
NTAT,medium_airport,PF,-23.365400,-149.524002,Pacific/Tahiti
NTAV,small_airport,PF,-23.885201,-147.662003,Pacific/Tahiti
NTGA,medium_airport,PF,-17.352600,-145.509995,Pacific/Tahiti
NTGB,medium_airport,PF,-15.820044,-140.888071,Pacific/Tahiti
NTGC,medium_airport,PF,-15.119600,-148.231003,Pacific/Tahiti
NTGD,small_airport,PF,-15.573600,-146.414993,Pacific/Tahiti
NTGE,medium_airport,PF,-18.466520,-136.438550,Pacific/Tahiti
NTGF,medium_airport,PF,-16.054100,-145.656998,Pacific/Tahiti
NTGH,small_airport,PF,-17.548297,-142.612037,Pacific/Tahiti
NTGI,medium_airport,PF,-14.436800,-146.070007,Pacific/Tahiti
NTGJ,medium_airport,PF,-23.079901,-134.889999,Pacific/Gambier
NTGK,medium_airport,PF,-15.663300,-146.884995,Pacific/Tahiti
NTGM,medium_airport,PF,-16.583900,-143.658005,Pacific/Tahiti
NTGN,small_airport,PF,-14.177397,-141.266112,Pacific/Tahiti
NTGO,small_airport,PF,-17.355226,-138.447340,Pacific/Tahiti
NTGP,small_airport,PF,-14.809550,-138.812621,Pacific/Tahiti
NTGT,medium_airport,PF,-14.709500,-145.246002,Pacific/Tahiti
NTGU,medium_airport,PF,-15.248300,-146.617004,Pacific/Tahiti
NTGV,medium_airport,PF,-14.868100,-148.716995,Pacific/Tahiti
NTHE,medium_airport,PF,-14.428100,-146.257004,Pacific/Tahiti
NTKA,small_airport,PF,-15.780622,-145.128443,Pacific/Tahiti
NTKH,small_airport,PF,-15.992259,-140.164246,Pacific/Tahiti
NTKN,small_airport,PF,-16.119296,-146.368768,Pacific/Tahiti
NTKO,small_airport,PF,-16.050485,-142.476568,Pacific/Tahiti
NTKR,medium_airport,PF,-14.455800,-145.024994,Pacific/Tahiti
NTMD,medium_airport,PF,-8.795600,-140.229004,Pacific/Marquesas
NTMN,medium_airport,PF,-9.768790,-139.011002,Pacific/Marquesas
NTMP,small_airport,PF,-9.351670,-140.078003,Pacific/Marquesas
NTMU,small_airport,PF,-8.936228,-139.554062,Pacific/Marquesas
NTTB,medium_airport,PF,-16.444401,-151.751007,Pacific/Tahiti
NTTG,medium_airport,PF,-14.954300,-147.660995,Pacific/Tahiti
NTTH,medium_airport,PF,-16.687084,-151.021593,Pacific/Tahiti
NTTM,medium_airport,PF,-17.489790,-149.761777,Pacific/Tahiti
NTTO,medium_airport,PF,-18.074800,-140.945999,Pacific/Tahiti
NTTP,medium_airport,PF,-16.426500,-152.244003,Pacific/Tahiti
NTTR,medium_airport,PF,-16.722900,-151.466003,Pacific/Tahiti
NVSC,small_airport,VU,-13.851700,167.537003,Pacific/Efate
NVSF,small_airport,VU,-16.264999,167.923996,Pacific/Efate
NVSG,small_airport,VU,-15.306700,167.966995,Pacific/Efate
NVSH,small_airport,VU,-15.470800,168.151993,Pacific/Efate
NVSI,small_airport,VU,-16.431955,168.235511,Pacific/Efate
NVSL,small_airport,VU,-16.461123,167.829253,Pacific/Efate
NVSM,small_airport,VU,-16.584200,168.158997,Pacific/Efate
NVSO,small_airport,VU,-15.865600,168.171997,Pacific/Efate
NVSP,small_airport,VU,-16.079700,167.401001,Pacific/Efate
NVSQ,medium_airport,VU,-14.218100,167.587006,Pacific/Efate
NVSS,medium_airport,VU,-15.505000,167.220001,Pacific/Efate
NVST,small_airport,VU,-16.891100,168.550995,Pacific/Efate
NVSV,small_airport,VU,-16.796101,168.177002,Pacific/Efate
NVSW,small_airport,VU,-15.412000,167.690994,Pacific/Efate
NVSZ,small_airport,VU,-14.881700,166.557999,Pacific/Efate
NVVF,small_airport,VU,-19.516399,170.231995,Pacific/Efate
NVVV,large_airport,VU,-17.699301,168.320007,Pacific/Efate
NVVW,medium_airport,VU,-19.455099,169.223999,Pacific/Efate
NWWA,medium_airport,NC,-21.096407,167.803790,Pacific/Noumea
NWWC,small_airport,NC,-19.720521,163.661077,Pacific/Noumea
NWWD,medium_airport,NC,-21.053551,164.838768,Pacific/Noumea
NWWE,medium_airport,NC,-22.588900,167.455994,Pacific/Noumea
NWWK,small_airport,NC,-20.546323,164.255648,Pacific/Noumea
NWWL,medium_airport,NC,-20.774563,167.239328,Pacific/Noumea
NWWM,medium_airport,NC,-22.257706,166.472822,Pacific/Noumea
NWWR,medium_airport,NC,-21.482438,168.038465,Pacific/Noumea
NWWU,medium_airport,NC,-20.790127,165.259524,Pacific/Noumea
NWWV,medium_airport,NC,-20.640932,166.573024,Pacific/Noumea
NWWW,large_airport,NC,-22.014601,166.212997,Pacific/Noumea
NZ-0026,small_airport,NZ,-44.293167,-176.203476,Pacific/Chatham
NZAA,large_airport,NZ,-37.011990,174.786331,Pacific/Auckland
NZAP,medium_airport,NZ,-38.739700,176.084000,Pacific/Auckland
NZAR,medium_airport,NZ,-37.029701,174.973007,Pacific/Auckland
NZCH,large_airport,NZ,-43.489029,172.532065,Pacific/Auckland
NZCI,medium_airport,NZ,-43.811890,-176.465140,Pacific/Chatham
NZDN,medium_airport,NZ,-45.929017,170.197758,Pacific/Auckland
NZGB,small_airport,NZ,-36.241402,175.472000,Pacific/Auckland
NZGS,medium_airport,NZ,-38.663300,177.977997,Pacific/Auckland
NZGT,medium_airport,NZ,-43.906700,170.128006,Pacific/Auckland
NZHK,medium_airport,NZ,-42.713600,170.985001,Pacific/Auckland
NZHN,medium_airport,NZ,-37.866961,175.331952,Pacific/Auckland
NZKK,medium_airport,NZ,-35.259148,173.913317,Pacific/Auckland
NZKT,medium_airport,NZ,-35.069837,173.287053,Pacific/Auckland
NZLX,medium_airport,NZ,-45.210495,169.371113,Pacific/Auckland
NZMC,medium_airport,NZ,-43.764999,170.132996,Pacific/Auckland
NZMO,medium_airport,NZ,-45.533100,167.649994,Pacific/Auckland
NZMS,medium_airport,NZ,-40.974634,175.634540,Pacific/Auckland
NZNP,medium_airport,NZ,-39.008598,174.179001,Pacific/Auckland
NZNR,medium_airport,NZ,-39.465801,176.869995,Pacific/Auckland
NZNS,medium_airport,NZ,-41.298302,173.220993,Pacific/Auckland
NZNV,medium_airport,NZ,-46.412399,168.313004,Pacific/Auckland
NZOH,medium_airport,NZ,-40.206001,175.388000,Pacific/Auckland
NZOT,small_airport,NZ,-40.785582,175.151300,Pacific/Auckland
NZOU,medium_airport,NZ,-44.970001,171.082001,Pacific/Auckland
NZOX,small_airport,NZ,-36.146400,175.419006,Pacific/Auckland
NZPM,medium_airport,NZ,-40.320599,175.617004,Pacific/Auckland
NZPN,small_airport,NZ,-41.346100,173.955994,Pacific/Auckland
NZPP,medium_airport,NZ,-40.904701,174.988998,Pacific/Auckland
NZQN,large_airport,NZ,-45.019205,168.746379,Pacific/Auckland
NZRO,medium_airport,NZ,-38.109200,176.317001,Pacific/Auckland
NZSP,medium_airport,AQ,-90.000000,-1.000000,Antarctica/McMurdo
NZTG,medium_airport,NZ,-37.671902,176.195999,Pacific/Auckland
NZTU,medium_airport,NZ,-44.302799,171.225006,Pacific/Auckland
NZUK,medium_airport,NZ,-44.235001,170.117996,Pacific/Auckland
NZWB,medium_airport,NZ,-41.518299,173.869995,Pacific/Auckland
NZWD,medium_airport,AQ,-77.867401,167.057007,Antarctica/McMurdo
NZWF,medium_airport,NZ,-44.722091,169.246287,Pacific/Auckland
NZWK,medium_airport,NZ,-37.922224,176.916960,Pacific/Auckland
NZWN,large_airport,NZ,-41.326839,174.806862,Pacific/Auckland
NZWO,medium_airport,NZ,-39.011862,177.404401,Pacific/Auckland
NZWP,medium_airport,NZ,-36.787800,174.630005,Pacific/Auckland
NZWR,medium_airport,NZ,-35.769253,174.363713,Pacific/Auckland
NZWS,medium_airport,NZ,-41.737111,171.579033,Pacific/Auckland
NZWU,medium_airport,NZ,-39.963467,175.024440,Pacific/Auckland
OAFZ,small_airport,AF,37.122148,70.520100,Asia/Kabul
OAHR,large_airport,AF,34.209999,62.228298,Asia/Kabul
OAIX,medium_airport,AF,34.946098,69.264999,Asia/Kabul
OAJL,medium_airport,AF,34.399799,70.498596,Asia/Kabul
OAKB,large_airport,AF,34.565899,69.212303,Asia/Kabul
OAKN,large_airport,AF,31.505769,65.847963,Asia/Kabul
OAKS,medium_airport,AF,33.284605,69.807340,Asia/Kabul
OAMN,medium_airport,AF,35.930801,64.760902,Asia/Kabul
OAMS,large_airport,AF,36.704120,67.210459,Asia/Kabul
OAUZ,medium_airport,AF,36.665100,68.910797,Asia/Kabul
OBBI,large_airport,BH,26.267295,50.637640,Asia/Bahrain
OBBS,medium_airport,BH,25.918400,50.590599,Asia/Bahrain
OCS,large_airport,GQ,0.910937,9.330270,Africa/Malabo
OE49,medium_airport,SA,21.437500,39.994202,Asia/Riyadh
OE55,medium_airport,SA,21.226999,55.267300,Asia/Riyadh
OEAB,large_airport,SA,18.240400,42.656601,Asia/Riyadh
OEAH,large_airport,SA,25.285299,49.485199,Asia/Riyadh
OEAO,large_airport,SA,26.483634,38.117048,Asia/Riyadh
OEBA,medium_airport,SA,20.298506,41.636153,Asia/Riyadh
OEBH,medium_airport,SA,19.984400,42.620899,Asia/Riyadh
OEDF,large_airport,SA,26.469100,49.798209,Asia/Riyadh
OEDM,medium_airport,SA,24.449900,44.121201,Asia/Riyadh
OEDR,large_airport,SA,26.265400,50.152000,Asia/Riyadh
OEGN,medium_airport,SA,16.901100,42.585800,Asia/Riyadh
OEGS,large_airport,SA,26.302799,43.774399,Asia/Riyadh
OEGT,medium_airport,SA,31.412413,37.278898,Asia/Riyadh
OEHL,large_airport,SA,27.437901,41.686298,Asia/Riyadh
OEJB,medium_airport,SA,27.039000,49.405102,Asia/Riyadh
OEJF,medium_airport,SA,21.348101,39.173000,Asia/Riyadh
OEJN,large_airport,SA,21.680241,39.157436,Asia/Riyadh
OEKK,medium_airport,SA,27.900900,45.528198,Asia/Riyadh
OEKM,medium_airport,SA,18.297300,42.803501,Asia/Riyadh
OEMA,large_airport,SA,24.553400,39.705101,Asia/Riyadh
OENG,medium_airport,SA,17.611401,44.419201,Asia/Riyadh
OENN,large_airport,SA,27.924261,35.293580,Asia/Riyadh
OEPA,large_airport,SA,28.335726,46.127108,Asia/Riyadh
OEPS,medium_airport,SA,24.062700,47.580502,Asia/Riyadh
OERF,medium_airport,SA,29.626400,43.490601,Asia/Riyadh
OERK,large_airport,SA,24.957600,46.698799,Asia/Riyadh
OERM,medium_airport,SA,28.079599,48.611000,Asia/Riyadh
OERR,medium_airport,SA,30.906601,41.138199,Asia/Riyadh
OERT,medium_airport,SA,26.723101,50.030800,Asia/Riyadh
OESH,medium_airport,SA,17.466900,47.121399,Asia/Riyadh
OESK,large_airport,SA,29.783301,40.100905,Asia/Riyadh
OETB,large_airport,SA,28.371100,36.624865,Asia/Riyadh
OETF,large_airport,SA,21.484739,40.544074,Asia/Riyadh
OETN,medium_airport,SA,27.867800,48.769100,Asia/Riyadh
OETR,medium_airport,SA,31.692188,38.731544,Asia/Riyadh
OEWD,medium_airport,SA,20.504299,45.199600,Asia/Riyadh
OEWJ,medium_airport,SA,26.198601,36.476398,Asia/Riyadh
OEYN,large_airport,SA,24.144199,38.063400,Asia/Riyadh
OIAA,large_airport,IR,30.367887,48.230075,Asia/Tehran
OIAD,medium_airport,IR,32.434399,48.397598,Asia/Tehran
OIAG,medium_airport,IR,30.744400,49.677200,Asia/Tehran
OIAH,medium_airport,IR,30.333869,50.833796,Asia/Tehran
OIAI,medium_airport,IR,32.001719,49.268599,Asia/Tehran
OIAM,medium_airport,IR,30.556200,49.151901,Asia/Tehran
OIAW,large_airport,IR,31.336400,48.763789,Asia/Tehran
OIBA,medium_airport,IR,25.875700,55.033001,Asia/Tehran
OIBB,medium_airport,IR,28.944799,50.834599,Asia/Tehran
OIBJ,medium_airport,IR,27.820499,52.352200,Asia/Tehran
OIBK,large_airport,IR,26.525427,53.980462,Asia/Tehran
OIBL,medium_airport,IR,26.532283,54.824840,Asia/Tehran
OIBP,medium_airport,IR,27.379601,52.737701,Asia/Tehran
OIBQ,medium_airport,IR,29.260503,50.322193,Asia/Tehran
OIBS,medium_airport,IR,25.908899,54.539398,Asia/Tehran
OIBV,medium_airport,IR,26.810742,53.354302,Asia/Tehran
OICC,medium_airport,IR,34.345901,47.158100,Asia/Tehran
OICI,medium_airport,IR,33.586601,46.404800,Asia/Tehran
OICK,medium_airport,IR,33.435398,48.282902,Asia/Tehran
OICS,medium_airport,IR,35.245899,47.009201,Asia/Tehran
OIFK,medium_airport,IR,33.895302,51.577000,Asia/Tehran
OIFM,large_airport,IR,32.755142,51.883877,Asia/Tehran
OIFP,medium_airport,IR,32.621101,51.696999,Asia/Tehran
OIFS,medium_airport,IR,32.297199,50.842201,Asia/Tehran
OIGG,medium_airport,IR,37.323333,49.617778,Asia/Tehran
OIHH,medium_airport,IR,34.866416,48.560690,Asia/Tehran
OIHS,medium_airport,IR,35.211601,48.653400,Asia/Tehran
OIIE,large_airport,IR,35.416100,51.152199,Asia/Tehran
OIII,large_airport,IR,35.689175,51.314392,Asia/Tehran
OIIK,medium_airport,IR,36.240101,50.047100,Asia/Tehran
OIIP,large_airport,IR,35.776100,50.826698,Asia/Tehran
OIIS,small_airport,IR,35.591099,53.495098,Asia/Tehran
OIKB,large_airport,IR,27.218300,56.377800,Asia/Tehran
OIKJ,medium_airport,IR,28.723519,57.675037,Asia/Tehran
OIKK,large_airport,IR,30.271276,56.949692,Asia/Tehran
OIKM,medium_airport,IR,29.084200,58.450001,Asia/Tehran
OIKQ,large_airport,IR,26.754639,55.902353,Asia/Tehran
OIKR,medium_airport,IR,30.298345,56.048979,Asia/Tehran
OIKY,medium_airport,IR,29.550900,55.672699,Asia/Tehran
OIMB,large_airport,IR,32.896525,59.281258,Asia/Tehran
OIMC,medium_airport,IR,36.501202,61.064899,Asia/Tehran
OIMM,large_airport,IR,36.234821,59.642949,Asia/Tehran
OIMN,medium_airport,IR,37.493000,57.308201,Asia/Tehran
OIMS,medium_airport,IR,36.168098,57.595200,Asia/Tehran
OIMT,medium_airport,IR,33.667801,56.892700,Asia/Tehran
OING,medium_airport,IR,36.909401,54.401299,Asia/Tehran
OINN,medium_airport,IR,36.664286,51.462730,Asia/Tehran
OINR,medium_airport,IR,36.907010,50.687316,Asia/Tehran
OINZ,medium_airport,IR,36.644408,53.188761,Asia/Tehran
OISF,medium_airport,IR,28.891800,53.723301,Asia/Tehran
OISL,medium_airport,IR,27.674700,54.383301,Asia/Tehran
OISR,medium_airport,IR,27.372700,53.188801,Asia/Tehran
OISS,large_airport,IR,29.539200,52.589802,Asia/Tehran
OISY,medium_airport,IR,30.702238,51.542988,Asia/Tehran
OITL,medium_airport,IR,38.325699,48.424400,Asia/Tehran
OITP,small_airport,IR,39.603600,47.881500,Asia/Tehran
OITR,medium_airport,IR,37.668098,45.068699,Asia/Tehran
OITT,large_airport,IR,38.133900,46.235001,Asia/Tehran
OITU,medium_airport,IR,39.191293,44.928505,Asia/Tehran
OITZ,medium_airport,IR,36.773701,48.359402,Asia/Tehran
OIYY,medium_airport,IR,31.904900,54.276501,Asia/Tehran
OIZB,medium_airport,IR,31.098301,61.543900,Asia/Tehran
OIZC,medium_airport,IR,25.443190,60.382167,Asia/Tehran
OIZH,large_airport,IR,29.475700,60.906200,Asia/Tehran
OIZI,medium_airport,IR,27.236099,60.720001,Asia/Tehran
OIZJ,small_airport,IR,25.654757,57.801718,Asia/Tehran
OJAI,large_airport,JO,31.722601,35.993198,Asia/Amman
OJAM,large_airport,JO,31.972700,35.991600,Asia/Amman
OJAQ,large_airport,JO,29.611601,35.018101,Asia/Amman
OJMS,medium_airport,JO,31.825600,36.782001,Asia/Amman
OKAJ,medium_airport,KW,28.934799,47.791901,Asia/Kuwait
OKAS,medium_airport,KW,29.346905,47.520118,Asia/Kuwait
OKKK,large_airport,KW,29.224487,47.969813,Asia/Kuwait
OLBA,large_airport,LB,33.819833,35.487443,Asia/Beirut
OLH,small_airport,US,57.218102,-153.270004,America/Anchorage
OLKA,medium_airport,LB,34.589298,36.011299,Asia/Beirut
OLRA,medium_airport,LB,33.850800,35.987701,Asia/Beirut
OM-0003,large_airport,OM,19.501944,57.634167,Asia/Muscat
OM-0004,medium_airport,OM,23.640556,57.487500,Asia/Muscat
OM-0007,medium_airport,OM,22.256910,59.740670,Asia/Muscat
OMAA,large_airport,AE,24.440966,54.649237,Asia/Dubai
OMAD,large_airport,AE,24.427062,54.459866,Asia/Dubai
OMAL,large_airport,AE,24.261700,55.609200,Asia/Dubai
OMAM,medium_airport,AE,24.248199,54.547699,Asia/Dubai
OMBY,medium_airport,AE,24.283611,52.580278,Asia/Dubai
OMDB,large_airport,AE,25.249790,55.370992,Asia/Dubai
OMDL,small_airport,AE,24.510000,52.335200,Asia/Dubai
OMDM,medium_airport,AE,25.026800,55.366199,Asia/Dubai
OMDW,large_airport,AE,24.896171,55.162350,Asia/Dubai
OMFJ,large_airport,AE,25.108411,56.328061,Asia/Dubai
OMRK,large_airport,AE,25.613501,55.938801,Asia/Dubai
OMSJ,large_airport,AE,25.328600,55.517200,Asia/Dubai
OOKB,medium_airport,OM,26.171000,56.240601,Asia/Muscat
OOMA,medium_airport,OM,20.675400,58.890499,Asia/Muscat
OOMS,large_airport,OM,23.600218,58.285268,Asia/Muscat
OOSA,large_airport,OM,17.038700,54.091301,Asia/Muscat
OOSH,large_airport,OM,24.386040,56.625410,Asia/Muscat
OOTH,medium_airport,OM,17.666000,54.024601,Asia/Muscat
OP12,medium_airport,PK,27.846500,65.160004,Asia/Karachi
OPBW,medium_airport,PK,29.348101,71.718002,Asia/Karachi
OPCH,medium_airport,PK,35.886213,71.799922,Asia/Karachi
OPDB,small_airport,PK,28.878300,64.399803,Asia/Karachi
OPDG,medium_airport,PK,29.961000,70.485901,Asia/Karachi
OPDI,medium_airport,PK,31.909401,70.896599,Asia/Karachi
OPFA,large_airport,PK,31.364923,72.995319,Asia/Karachi
OPGD,large_airport,PK,25.296733,62.498822,Asia/Karachi
OPGT,medium_airport,PK,35.918800,74.333603,Asia/Karachi
OPIS,large_airport,PK,33.549000,72.825660,Asia/Karachi
OPJA,medium_airport,PK,28.284201,68.449699,Asia/Karachi
OPKC,large_airport,PK,24.906500,67.160797,Asia/Karachi
OPKD,small_airport,PK,25.318100,68.366096,Asia/Karachi
OPKH,small_airport,PK,27.790600,66.647301,Asia/Karachi
OPLA,large_airport,PK,31.521601,74.403603,Asia/Karachi
OPMA,medium_airport,PK,33.050098,73.638397,Asia/Karachi
OPMF,small_airport,PK,34.338835,73.508886,Asia/Karachi
OPMI,medium_airport,PK,32.563099,71.570702,Asia/Karachi
OPMJ,medium_airport,PK,27.335199,68.143097,Asia/Karachi
OPMR,medium_airport,PK,24.893600,66.938797,Asia/Karachi
OPMS,medium_airport,PK,33.869099,72.400902,Asia/Karachi
OPMT,large_airport,PK,30.203199,71.419098,Asia/Karachi
OPNH,medium_airport,PK,26.219400,68.390099,Asia/Karachi
OPPG,medium_airport,PK,26.954500,64.132500,Asia/Karachi
OPPI,medium_airport,PK,25.290501,63.345100,Asia/Karachi
OPPS,large_airport,PK,33.993900,71.514603,Asia/Karachi
OPQT,large_airport,PK,30.251400,66.937798,Asia/Karachi
OPRK,medium_airport,PK,28.383900,70.279602,Asia/Karachi
OPRN,medium_airport,PK,33.616699,73.099197,Asia/Karachi
OPRQ,medium_airport,PK,30.758101,72.282501,Asia/Karachi
OPRS,medium_airport,PK,34.081100,71.972603,Asia/Karachi
OPRT,medium_airport,PK,33.849701,73.798103,Asia/Karachi
OPSD,large_airport,PK,35.338660,75.538648,Asia/Karachi
OPSF,medium_airport,PK,24.874201,67.118500,Asia/Karachi
OPSK,medium_airport,PK,27.722000,68.791702,Asia/Karachi
OPSN,medium_airport,PK,26.473101,67.717201,Asia/Karachi
OPSR,medium_airport,PK,32.048599,72.665001,Asia/Karachi
OPSS,medium_airport,PK,34.813599,72.352798,Asia/Karachi
OPST,large_airport,PK,32.535941,74.364623,Asia/Karachi
OPSU,medium_airport,PK,28.645100,69.176903,Asia/Karachi
OPTU,large_airport,PK,25.984767,63.028856,Asia/Karachi
OPZB,medium_airport,PK,31.358400,69.463600,Asia/Karachi
ORAA,medium_airport,IQ,33.785599,42.441200,Asia/Baghdad
ORAT,medium_airport,IQ,33.338100,43.597099,Asia/Baghdad
ORBD,medium_airport,IQ,33.940201,44.361599,Asia/Baghdad
ORBI,large_airport,IQ,33.262501,44.234600,Asia/Baghdad
ORBM,large_airport,IQ,36.305801,43.147400,Asia/Baghdad
ORER,large_airport,IQ,36.236047,43.946615,Asia/Baghdad
ORI,small_airport,US,57.884905,-152.847719,America/Anchorage
ORKK,large_airport,IQ,35.469501,44.348900,Asia/Baghdad
ORMM,large_airport,IQ,30.549101,47.662102,Asia/Baghdad
ORNI,large_airport,IQ,31.991116,44.405019,Asia/Baghdad
ORQW,medium_airport,IQ,35.767200,43.125099,Asia/Baghdad
ORSH,medium_airport,IQ,34.673199,43.542999,Asia/Baghdad
ORSU,medium_airport,IQ,35.560487,45.315137,Asia/Baghdad
ORTF,medium_airport,IQ,36.283100,42.403000,Asia/Baghdad
ORTI,medium_airport,IQ,33.523899,44.256699,Asia/Baghdad
ORTL,medium_airport,IQ,30.935801,46.090099,Asia/Baghdad
ORUB,medium_airport,IQ,32.481998,45.757099,Asia/Baghdad
OS57,medium_airport,SY,35.732201,37.104198,Asia/Damascus
OS64,medium_airport,SY,33.918999,36.866600,Asia/Damascus
OS69,medium_airport,SY,33.077301,36.558208,Asia/Damascus
OS70,medium_airport,SY,34.569099,36.572800,Asia/Damascus
OSAP,large_airport,SY,36.181262,37.226869,Asia/Damascus
OSDI,large_airport,SY,33.411499,36.515598,Asia/Damascus
OSDZ,medium_airport,SY,35.285400,40.175999,Asia/Damascus
OSKL,medium_airport,SY,37.020599,41.191399,Asia/Damascus
OSLK,medium_airport,SY,35.401100,35.948700,Asia/Damascus
OSPR,medium_airport,SY,34.557400,38.316898,Asia/Damascus
OTBD,large_airport,QA,25.259431,51.565528,Asia/Qatar
OTBH,medium_airport,QA,25.117300,51.314999,Asia/Qatar
OTHH,large_airport,QA,25.273056,51.608056,Asia/Qatar
OY74,medium_airport,YE,13.174700,44.765099,Asia/Aden
OYAA,large_airport,YE,12.829564,45.029976,Asia/Aden
OYAT,medium_airport,YE,14.551300,46.826199,Asia/Aden
OYGD,medium_airport,YE,16.193341,52.174186,Asia/Aden
OYHD,medium_airport,YE,14.752039,42.975969,Asia/Aden
OYRN,large_airport,YE,14.662241,49.375289,Asia/Aden
OYSN,large_airport,YE,15.476300,44.219700,Asia/Aden
OYSQ,medium_airport,YE,12.632093,53.906173,Asia/Aden
